"NAME","SERVICE_DESC","CONT1","CONT2","CONT3","CONT4","CONT5","CONT6","E","EURL"
"65歲以上未滿70歲中低收入老人全民健康保險自付保險費補助","一、服務說明：符合本府辦理六十五歲以上未滿七十歲中低收入老人參加全民健康保險自付保險費補助要點規定者。
本府補助之健保自付保險費，每人每月最高額度以不超過全民健康保險第六類地區人口所應繳納保險費（新臺幣749元）之自付額為限。
二、申請對象：設籍並實際居住本市且參加全民健康保險之年滿六十五歲以上未滿七十歲之中低收入老人，無下列情形之一者，得享有補助全民健康保險自付保險費：
(一)依全民健康保險法無須自付保險費者。
(二)健保自付保險費已由國軍退除役官兵輔導委員會支付者。
(三)符合其他健保費用補助資格，其保險費已由政府編列預算支付者。
＊依據「老人參加全民健康保險無力負擔費用補助辦法」第五條規定，中低收入年滿七十歲者，其全民健康保險之保險費由中央主管機關全額補助。","主辦單位：社會局老人福利科
承辦人員：李秉霏
聯絡電話：本市境內1999、(02)2960-3456轉3743
傳真：(02)2965-0149","申請人應自行檢附之文件：
一、新北市○○區老人全民健康保險自付保險費核退申請書。
二、申請人國民身分證正背面影本。
三、健保自付保險費繳費證明（保費如係經由金融機構轉帳支付者，應檢具存摺封面及內頁繳款明細影本；如在公司行號或機構團體投保者，應由投保單位出具繳費證明，並加蓋投保單位及負責人印章）。
四、領款收據。
五、申請人郵局存摺封面影本。
六、如係委託他人辦理者，應檢附受委託人之身分證供查核。

系統代為查調，申請人免自行檢附之文件：
一、戶籍資料。
二、健保應自付保險費繳費證明。","1.本補助由中央健康保險署代為辦理，本局於每月五日前，主動將符合補助資格對象之健康保險基本資料，以媒體資料方式傳送健保署辦理保費減免。
2.符合本要點規定之補助對象，因區公所作業致本局未及申報資料或因資料錯誤致健保署未減免保費者，應至戶籍所在地之區公所申請辦理保險費核退。
＊中低收入年滿七十歲者，依據「老人參加全民健康保險無力負擔費用補助辦法」第六條規定，本局於每月五日前，主動將符合補助資格對象之健康保險基本資料，以媒體資料方式傳送健保局辦理保費減免，民眾毋需提出申請。","1.申請核退保費者，本府將審查結果通知公所，由各公所轉知民眾。
2.經審查符合核退保費資格者，其核退款項由本府逕撥匯至申請人帳戶。","計15天(含區公所：7天、社會局：8天)，不含退補件天數","","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022170"
"一氧化碳中毒潛勢住戶遷移或更換熱水器","本案補助對象需經本局防範一氧化碳中毒居家安全訪視，確認居家具一氧化碳中毒潛勢且無申請燃氣熱水器更換或遷移補助專案，顯有急迫需求者。另因本專案有限額，受補助者倘為中低收入戶家庭、獨居老人或家庭成員有孕婦、幼童、老人或行動不便者，將提升其補助順序。倘有需求之民眾可逕向當地消防分隊申請。
最高每戶可補助3,000元
","姓名:柳淑婷
電話:(02)89519119分機6723
e-mail:fayeba@mail.tpf.gov.tw
傳真:(02)89536050","向各鄰近消防分隊申請一氧化碳居家訪視，經訪查家中有一氧化碳中毒潛勢者檢附相關核銷照片及文件
","民眾申請","","","","",""
"一氧化碳警報器","1.中低收入戶家庭
2.獨居老人
3.家庭成員有孕婦、幼童、老人或行動不便者本案補助對象為經本局防範一氧化碳中毒居家安全訪視，確認居家具一氧化碳中毒潛勢且無申請燃氣熱水器更換或遷移補助專案，顯有急迫需求者","姓名:李佩玲
電話:(02)89519119分機6713
e-mail:pepe@mail.tpf.gov.tw
傳真:(02)89536050","無","民眾申請","","","","0",""
"二節慰問金及三節加菜金","1.弱勢民眾：指下列各款情形之一者(1)本市低收入戶第一款。(2)本市低收入戶安置各公立老人福利機構者。(3)本市安養堂堂民、多氯聯苯患者及樂生療養院院民。(4)本市低收入戶安置身心障礙福利機構院民(童)。2.社會福利機構：指下列各款情形之一者(1)本府委託遊民收容機構及街友中途之家。(2)本市各公辦民營、財團法人及私立身心障礙福利機構。(3)本市各公立、公辦民營、財團法人老人福利機構及安養堂。(4)本市公立、公辦民營、私立兒童及少年安置及教養機構。","社會局聯絡電話：02-29603456","無","無","","","春節、端午節、中秋節(主動提供)","0",""
"中、低收入老人補助裝置假牙","服務說明：
補助對象及限制:
一、設籍本市年滿60歲以上列冊本市之低收入戶者
二、設籍本市年滿65歲以上，經醫師評估缺牙需裝置假牙，並符合下列條件之一者：
1.中低收入戶。
2.領有中低收入老人生活津貼。
3.經本府全額補助收容安置者。
4.領有身心障礙生活補助者。
5.經本府補助身心障礙者日間照顧及住宿式照顧費用達50%以上者。
三、服務對象同顎已取得相同補助項目者，5年內不予重複補助；固定假牙每人每年限申請一次，同一齒5年內不予重複補助。但假牙維修費用不在此限。
補助標準：
一、全口活動假牙：最高補助4萬元整。
二、上顎半口活動假牙：最高補助2萬元整。
三、下顎半口活動假牙：最高補助2萬元整。
四、上顎半口活動假牙，併下顎部分活動假牙：最高補助3萬5,000元整。
五、下顎半口活動假牙，併上顎部分活動假牙：最高補助3萬5,000元整。
六、上顎部分活動假牙：最高補助1萬5,000元。
七、下顎部分活動假牙：最高補助1萬5,000元。
八、上、下顎部分活動假牙：最高補助3萬元整。
九、活動式假牙維修費用：每年合計最高補助新臺幣6,000元整。補助基準如下：
1.假牙破裂維修費/單顎：最高補助1,000元。
2.假牙添加費/單顆：最高補助1,000元。
3.假牙線勾/個：最高補助1,000元。
4.假牙硬式襯底/座：最高補助3,000元。
十、單顆固定式假牙：最高補助5,000元/單顆，3顆為上限。","主辦單位：社會局老人福利科
承辦人員：李心馨
聯絡電話：本市境內1999，(02)2960-3456轉3732
傳真：(02)2965-0149","應備以下文件： 
一、新北市政府辦理中、低收入老人補助裝置假牙申請表。
二、補助對象之證明文件（中、低收入戶證明或中低收入核定公文）(由公所開立民眾免檢附)。
三、新北市中、低收入戶老人補助裝置假牙診治計畫書。
四、醫療院所出具之假牙裝置費用估價明細。
五、醫療院所出具之診斷書。
六、顯示缺牙位置、正面全臉之假牙裝置前照片。

系統代為查調，申請人免自行檢附之文件：
*中、低收入戶證明或中低收入核定公文。","1.申請人持證明文件（低收入戶證明或中低收入核定公文影本）向全民健康保險特約之公私立醫療院所進行口腔篩檢。
2.受理之醫療院所於核對身分後進行口腔篩檢，並擬具診治計畫，於完成口腔篩檢後檢具相關資料。
3.可將申請相關資料直送新北市牙醫師公會專業審核或送公所提出申請。","將審查結果函復申請人","審核：
1.由本市境內公立醫院診治之案件為8天（不含退補件時間）
2.由本府送公會審核之案件為20天（不含退補件時間）
撥款：
1.申請人收到核定公文後6個月內完成假牙裝置，檢附本核定公文影本、製作假牙費用收據，並附上千分之四印花稅(如申請人未繳費，請檢附切結書及製作假牙費用清單)、假牙裝置後照、領款收據及滿意度調查表（如附件）、受款人指定匯款金融單位存摺影本等資料，辦理補助及撥款作業。
2.本府社會局於文到14日內將補助款撥入申請人指定帳戶內。","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022199"
"中、低收入老人補助裝置假牙","服務說明：
補助對象及限制:
一、設籍本市年滿60歲以上列冊本市之低收入戶者
二、設籍本市年滿65歲以上，經醫師評估缺牙需裝置假牙，並符合下列條件之一者：
1.中低收入戶。
2.領有中低收入老人生活津貼。
3.經本府全額補助收容安置者。
4.領有身心障礙生活補助者。
5.經本府補助身心障礙者日間照顧及住宿式照顧費用達50%以上者。
三、服務對象同顎已取得相同補助項目者，5年內不予重複補助；固定假牙每人每年限申請一次，同一齒5年內不予重複補助。但假牙維修費用不在此限。
補助標準：
一、全口活動假牙：最高補助4萬元整。
二、上顎半口活動假牙：最高補助2萬元整。
三、下顎半口活動假牙：最高補助2萬元整。
四、上顎半口活動假牙，併下顎部分活動假牙：最高補助3萬5,000元整。
五、下顎半口活動假牙，併上顎部分活動假牙：最高補助3萬5,000元整。
六、上顎部分活動假牙：最高補助1萬5,000元。
七、下顎部分活動假牙：最高補助1萬5,000元。
八、上、下顎部分活動假牙：最高補助3萬元整。
九、活動式假牙維修費用：每年合計最高補助新臺幣6,000元整。補助基準如下：
1.假牙破裂維修費/單顎：最高補助1,000元。
2.假牙添加費/單顆：最高補助1,000元。
3.假牙線勾/個：最高補助1,000元。
4.假牙硬式襯底/座：最高補助3,000元。
十、單顆固定式假牙：最高補助5,000元/單顆，3顆為上限。","主辦單位：社會局老人福利科
承辦人員：李心馨
聯絡電話：本市境內1999，(02)2960-3456轉3732
傳真：(02)2965-0149","應備以下文件： 
一、新北市政府辦理中、低收入老人補助裝置假牙申請表。
二、補助對象之證明文件（中、低收入戶證明或中低收入核定公文）(由公所開立民眾免檢附)。
三、新北市中、低收入戶老人補助裝置假牙診治計畫書。
四、醫療院所出具之假牙裝置費用估價明細。
五、醫療院所出具之診斷書。
六、顯示缺牙位置、正面全臉之假牙裝置前照片。

系統代為查調，申請人免自行檢附之文件：
*中、低收入戶證明或中低收入核定公文。","1.申請人持證明文件（低收入戶證明或中低收入核定公文影本）向全民健康保險特約之公私立醫療院所進行口腔篩檢。
2.受理之醫療院所於核對身分後進行口腔篩檢，並擬具診治計畫，於完成口腔篩檢後檢具相關資料。
3.可將申請相關資料直送新北市牙醫師公會專業審核或送公所提出申請。","將審查結果函復申請人","審核：
1.由本市境內公立醫院診治之案件為8天（不含退補件時間）
2.由本府送公會審核之案件為20天（不含退補件時間）
撥款：
1.申請人收到核定公文後6個月內完成假牙裝置，檢附本核定公文影本、製作假牙費用收據，並附上千分之四印花稅(如申請人未繳費，請檢附切結書及製作假牙費用清單)、假牙裝置後照、領款收據及滿意度調查表（如附件）、受款人指定匯款金融單位存摺影本等資料，辦理補助及撥款作業。
2.本府社會局於文到14日內將補助款撥入申請人指定帳戶內。","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022199"
"中、低收入老人補助裝置假牙","服務說明：
補助對象及限制:
一、設籍本市年滿六十歲以上列冊本市之低收入戶者
二、設籍本市年滿六十五歲以上，經醫師評估缺牙需裝置假牙，並符合下列條件之一者：
1.中低收入戶。
2.領有中低收入老人生活津貼。
3.經本府全額補助收容安置者。
4.領有身心障礙生活補助者。
5.經本府補助身心障礙者日間照顧及住宿式照顧費用達50%以上者。
三、服務對象同顎已取得相同補助項目者，三年內不予重複補助；固定假牙每人每年限申請一次，同一齒五年內不予重複補助。但假牙維修費用不在此限。
補助標準：
一、全口活動假牙：最高補助4萬元整。
二、上顎半口活動假牙：最高補助2萬元整。
三、下顎半口活動假牙：最高補助2萬元整。
四、上顎半口活動假牙，併下顎部分活動假牙：最高補助三萬五仟元元整。
五、下顎半口活動假牙，併上顎部分活動假牙：最高補助三萬五仟元整。
六、上顎部分活動假牙：最高補助一萬五仟元。
七、下顎部分活動假牙：最高補助一萬五仟元。
八、上、下顎部分活動假牙：最高補助三萬元整。
九、活動式假牙維修費用：每年合計最高補助新臺幣6,000元整。補助基準如下：
1.假牙破裂維修費/單顎：最高補助1,000元。
2.假牙添加費/單顎：最高補助1,000元。
3.假牙線勾/個：最高補助1,000元。
4.假牙硬式襯底/座：最高補助3,000元。
十、單顆固定式假牙：最高補助5,000元/單顆，3顆為上限。","主辦單位：社會局老人福利科
承辦人員：李心馨
聯絡電話：本市境內1999，(02)2960-3456轉3732
傳真：(02)2965-0149","應備以下文件： 
一、新北市政府辦理中、低收入老人補助裝置假牙申請表。
二、補助對象之證明文件（中、低收入戶證明或中低收入核定公文）(由公所開立民眾免檢附)。
三、新北市中、低收入戶老人補助裝置假牙診治計畫書。
四、醫療院所出具之假牙裝置費用估價明細。
五、醫療院所出具之診斷書。
六、顯示缺牙位置、正面全臉之假牙裝置前照片。","1.申請人持證明文件（低收入戶證明或中低收入核定公文影本）向全民健康保險特約之公私立醫療院所進行口腔篩檢。
2.受理之醫療院所於核對身分後進行口腔篩檢，並擬具診治計畫，於完成口腔篩檢後檢具相關資料。
3.可將申請相關資料直送新北市牙醫師公會專業審核或送公所提出申請。","將審查結果函復申請人","審核：
1.由本市境內公立醫院診治之案件為8天（不含退補件時間）
2.由本府送公會審核之案件為20天（不含退補件時間）
撥款：
1.申請人收到核定公文後3個月內完成假牙裝置，檢附本核定公文影本、製作假牙費用收據，並附上千分之四印花稅(如申請人未繳費，請檢附切結書及製作假牙費用清單)、假牙裝置後照、領款收據及滿意度調查表（如附件）、受款人指定匯款金融單位存摺影本等資料，辦理補助及撥款作業。
2.本府社會局於文到14日內將補助款撥入申請人指定帳戶內。","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022199"
"中、低收入老人補助裝置假牙","服務說明：
補助對象及限制:
一、設籍本市年滿60歲以上列冊本市之低收入戶者
二、設籍本市年滿65歲以上，經醫師評估缺牙需裝置假牙，並符合下列條件之一者：
1.中低收入戶。
2.領有中低收入老人生活津貼。
3.經本府全額補助收容安置者。
4.領有身心障礙生活補助者。
5.經本府補助身心障礙者日間照顧及住宿式照顧費用達50%以上者。
三、服務對象同顎已取得相同補助項目者，5年內不予重複補助；固定假牙每人每年限申請一次，同一齒5年內不予重複補助。但假牙維修費用不在此限。
補助標準：
一、全口活動假牙：最高補助4萬元整。
二、上顎半口活動假牙：最高補助2萬元整。
三、下顎半口活動假牙：最高補助2萬元整。
四、上顎半口活動假牙，併下顎部分活動假牙：最高補助3萬5,000元整。
五、下顎半口活動假牙，併上顎部分活動假牙：最高補助3萬5,000元整。
六、上顎部分活動假牙：最高補助1萬5,000元。
七、下顎部分活動假牙：最高補助1萬5,000元。
八、上、下顎部分活動假牙：最高補助3萬元整。
九、活動式假牙維修費用：每年合計最高補助新臺幣6,000元整。補助基準如下：
1.假牙破裂維修費/單顆：最高補助1,000元。
2.假牙添加費/單顎：最高補助1,000元。
3.假牙線勾/個：最高補助1,000元。
4.假牙硬式襯底/座：最高補助3,000元。
十、單顆固定式假牙：最高補助5,000元/單顆，3顆為上限。","主辦單位：社會局老人福利科
承辦人員：李心馨
聯絡電話：本市境內1999，(02)2960-3456轉3732
傳真：(02)2965-0149","應備以下文件： 
一、新北市政府辦理中、低收入老人補助裝置假牙申請表。
二、補助對象之證明文件（中、低收入戶證明或中低收入核定公文）(由公所開立民眾免檢附)。
三、新北市中、低收入戶老人補助裝置假牙診治計畫書。
四、醫療院所出具之假牙裝置費用估價明細。
五、醫療院所出具之診斷書。
六、顯示缺牙位置、正面全臉之假牙裝置前照片。

系統代為查調，申請人免自行檢附之文件：
*中、低收入戶證明或中低收入核定公文。","1.申請人持證明文件（低收入戶證明或中低收入核定公文影本）向全民健康保險特約之公私立醫療院所進行口腔篩檢。
2.受理之醫療院所於核對身分後進行口腔篩檢，並擬具診治計畫，於完成口腔篩檢後檢具相關資料。
3.可將申請相關資料直送新北市牙醫師公會專業審核或送公所提出申請。","將審查結果函復申請人","審核：
1.由本市境內公立醫院診治之案件為8天（不含退補件時間）
2.由本府送公會審核之案件為20天（不含退補件時間）
撥款：
1.申請人收到核定公文後6個月內完成假牙裝置，檢附本核定公文影本、製作假牙費用收據，並附上千分之四印花稅(如申請人未繳費，請檢附切結書及製作假牙費用清單)、假牙裝置後照、領款收據及滿意度調查表（如附件）、受款人指定匯款金融單位存摺影本等資料，辦理補助及撥款作業。
2.本府社會局於文到14日內將補助款撥入申請人指定帳戶內。","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022199"
"中、低收入老人補助裝置假牙","服務說明：
補助對象及限制:
一、設籍本市年滿六十歲以上列冊本市之低收入戶者
二、設籍本市年滿六十五歲以上，經醫師評估缺牙需裝置假牙，並符合下列條件之一者：
1.中低收入戶。
2.領有中低收入老人生活津貼。
3.經本府全額補助收容安置者。
4.領有身心障礙生活補助者。
5.經本府補助身心障礙者日間照顧及住宿式照顧費用達50%以上者。
三、服務對象同顎已取得相同補助項目者，三年內不予重複補助；固定假牙每人每年限申請一次，同一齒五年內不予重複補助。但假牙維修費用不在此限。
補助標準：
一、全口活動假牙：最高補助4萬元整。
二、上顎半口活動假牙：最高補助2萬元整。
三、下顎半口活動假牙：最高補助2萬元整。
四、上顎半口活動假牙，併下顎部分活動假牙：最高補助三萬五仟元元整。
五、下顎半口活動假牙，併上顎部分活動假牙：最高補助三萬五仟元整。
六、上顎部分活動假牙：最高補助一萬五仟元。
七、下顎部分活動假牙：最高補助一萬五仟元。
八、上、下顎部分活動假牙：最高補助三萬元整。
九、活動式假牙維修費用：每年合計最高補助新臺幣6,000元整。補助基準如下：
1.假牙破裂維修費/單顎：最高補助1,000元。
2.假牙添加費/單顎：最高補助1,000元。
3.假牙線勾/個：最高補助1,000元。
4.假牙硬式襯底/座：最高補助3,000元。
十、單顆固定式假牙：最高補助5,000元/單顆，3顆為上限。","主辦單位：社會局老人福利科
承辦人員：李心馨
聯絡電話：本市境內1999，(02)2960-3456轉3732
傳真：(02)2965-0149","應備以下文件： 
一、新北市政府辦理中、低收入老人補助裝置假牙申請表。
二、補助對象之證明文件（中、低收入戶證明或中低收入核定公文）(由公所開立民眾免檢附)。
三、新北市中、低收入戶老人補助裝置假牙診治計畫書。
四、醫療院所出具之假牙裝置費用估價明細。
五、醫療院所出具之診斷書。
六、顯示缺牙位置、正面全臉之假牙裝置前照片。

系統代為查調，申請人免自行檢附之文件：
*中、低收入戶證明或中低收入核定公文。","1.申請人持證明文件（低收入戶證明或中低收入核定公文影本）向全民健康保險特約之公私立醫療院所進行口腔篩檢。
2.受理之醫療院所於核對身分後進行口腔篩檢，並擬具診治計畫，於完成口腔篩檢後檢具相關資料。
3.可將申請相關資料直送新北市牙醫師公會專業審核或送公所提出申請。","將審查結果函復申請人","審核：
1.由本市境內公立醫院診治之案件為8天（不含退補件時間）
2.由本府送公會審核之案件為20天（不含退補件時間）
撥款：
1.申請人收到核定公文後3個月內完成假牙裝置，檢附本核定公文影本、製作假牙費用收據，並附上千分之四印花稅(如申請人未繳費，請檢附切結書及製作假牙費用清單)、假牙裝置後照、領款收據及滿意度調查表（如附件）、受款人指定匯款金融單位存摺影本等資料，辦理補助及撥款作業。
2.本府社會局於文到14日內將補助款撥入申請人指定帳戶內。","繳付與否：免費申請","1","http://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=022199"
"中低收入戶幼兒就學補助","為減輕弱勢家庭經濟負擔，凡學齡滿2足歲未滿5歲且具中低收入戶證明之幼兒，即可享有就學補助，提升弱勢幼兒就學機會。","教育局幼兒教育科","申請民眾應檢附下列書表文件，向就讀之幼兒園提出申請：
幼兒學費繳費單。

系統代為查調，申請人免自行檢附之文件：
*當年度中低收入證明文件(配合免書證謄本系統，填寫「新北市政府查調中低收入證明申請授權書」【(民)表一】，可代為查調)。

","由民眾向就讀之幼兒園提出申請","依公告辦理期程親送至就讀之幼兒園","14天","1.受理期間：分上下學期受理申請(受理申請日期依公告期程辦理)：依幼兒就讀幼兒園補助辦法第7條規定第1學期申請截止日為10月15日，第2學期申請截止日為4月15日。
2.核定後10日撥款。","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=007082"
"中低收入戶幼兒就學補助","為減輕弱勢家庭經濟負擔，凡學齡滿2足歲未滿5歲且具中低收入戶證明之幼兒，即可享有就學補助，提升弱勢幼兒就學機會。","教育局幼兒教育科","申請民眾應檢附下列書表文件，向就讀之幼兒園提出申請：
幼兒學費繳費單。

系統代為查調，申請人免自行檢附之文件：
*當年度中低收入證明文件(配合免書證謄本系統，填寫「新北市政府查調中低收入證明申請授權書」【(民)表一】，可代為查調)。

","由民眾向就讀之幼兒園提出申請","依公告辦理期程親送至就讀之幼兒園","14天","1.受理期間：分上下學期受理申請(受理申請日期依公告期程辦理)：依幼兒就讀幼兒園補助辦法第7條規定第1學期申請截止日為10月15日，第2學期申請截止日為4月15日。
2.核定後10日撥款。","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=007082"
"中低收入戶原住民建購、修繕住宅補助","原住民建購及修繕住宅補助","主辦單位：原住民族行政局社會福利科
承辦人員：劉崇宏
聯絡電話：(02)29603456分機3962
傳真：(02)29601121
Email：AM4310@ntpc.gov.tw","應備文件：	
申請人應填具並備齊以下資料後向戶籍所在地之區公所提出申請：
壹、	申請原住民建購住宅補助者：
一、	建購房屋登記謄本。
二、	切結書(建購住宅補助用)【(民)表一】。
三、	新北市政府辦理原住民建購及修繕住宅補助申請表【（民）表三】。
四、	領據【(民)表四】。
五、	申請人金融機構之活期存款帳戶封面影本。
六、	顯示門牌及室內居住狀況住宅照片。
貳、	申請原住民修繕住宅補助者：
一、	修繕房屋之建物登記謄本。
二、	切結書(修繕住宅補助用)【(民)表二】。
三、	新北市政府辦理原住民建購及修繕住
宅補助申請表【（民）表三】。
四、	領據【(民)表四】。。
五、	申請人金融機構之活期存款帳戶封面影本。
六、	擬欲修繕住宅位置照片。
七、	設施設備改善所需工程、材料及工資等估價單。
參、	系統代為查調，申請人免自行檢附文件：
一、	戶籍謄本。
二、	中低收入戶證明。
三、	財產證明。
四、	所得證明。
五、	建物登記謄本。","申請人親送或郵寄戶籍所在地之區公所辦理","壹、申請建購住宅補助者，核撥補助金額至申請人活期存款帳戶並函文通知申請人
貳、申請修繕住宅補助者，函文通知申請人核准逕行修繕。","初審：區公所10天
複審：本府原民局14天
審查資料如需補正者，需於7天內補正","繳付與否：免費申請","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=003095"
"中低收入戶原住民建購、修繕住宅補助","中低收入戶原住民建購及修繕住宅補助","主辦單位：原住民族行政局社會福利科
承辦人員：劉崇宏
聯絡電話：1999或(02)29603456分機3962
傳真：(02)29601121
Email：AM4310@ntpc.gov.tw","壹、	中低收入戶原住民建購及修繕住宅補助
應備文件：	
一、	系統代為查調，申請人免付部分：
(一)	戶籍謄本。
(二)	中、低收入戶證明。
(三)	建購房屋之建物登記謄本1份。
(四)	所得稅證明及財產證明。
(五)	身心障礙手冊或證明文件。
(六)	在學領有公費之證明文件。
(七)	未滿二十五歲仍在國內就學，當學期已蓋章戳之學生證正反面影本，或學校開立之在學證明正本。
二、	申請人若符合需求，應自行檢附部分：
(一)	獨自照顧特定身心障礙或罹患特定病症且不能自理生活之共同生活或受扶養親屬切結書。
(二)	獨自扶養六歲以下之直系血親卑親屬致不能工作切結書。
(三)	婦女懷胎六個月以上至分娩後二個月內，致不能工作之醫生診斷證明文件或媽媽手冊影印或嬰&#30339;出生證明文件。
(四)	受監護輔導之宣告證明文件。
(五)	未設有戶籍之非本國籍配偶或大陸地區配偶之居留證影本。
(六)	入營服兵役或替代役現役證明文件影本。
(七)	入獄服刑、因案羈押或依法拘禁證明文件影本。
(八)	失蹤或經向警察機關報案協尋未獲，達六個月以上證明文件影本。

貳、	中低收入戶原住民建購住宅補助
申請人應自行檢附之文件：
一、	未獲政府其他住宅補助切結書1份。
二、	住宅照片（顯示門牌及室內居住狀況）1份。
三、	領款收據1份。
四、	申請人郵局或金融機構之活期存款帳戶封面影本1份。

參、	中低收入戶原住民修繕住宅補助
申請人應自行檢附之文件：
一、	修繕房屋之建物登記謄本1份(無法提出登記謄本證明者，得以房屋稅籍或檢附水費或電費繳費收據及經由村（里、區）長出具該房屋確為申請人所有且有居住事實之證明)。
二、	擬欲修繕住宅位置照片（每處1張）
三、	設施設備改善所需之工程、材料、工資等估價單各1份。如申請人提具估價單確有困難，得由鄉（鎮、市、區）公所協助估價。
四、	未獲政府其他住宅補助切結書1份。
五、	領款收據1份。
六、	申請人郵局或金融機構之活期存款帳戶封面影本1份。","申請人親至或郵寄戶籍所在地之區公所辦理","直接撥付帳戶（發文告知）","初審：區公所20天
複審：本府原民局20天
審查資料如需補正者，需於7天內補正","繳付與否：免費申請","1","https://e-service.ntpc.gov.tw/hypage.cgi?HYPAGE=download_CIVIC.htm&suid=003095"
